time,temp1,temp2,bean_type,roasting_type
1.48786735,150.0,151.875
5.48913645,150.0, 155.75
7.49004075,150.0, 156.125
9.49112015,150.0, 155.125
11.4918465,150.0, 153.25
13.49343425,150.0, 150.75
15.49345475,150.0, 147.75
19.49444345,150.0, 141.125
21.49557605,150.0, 137.875
23.49647145,150.0, 135.0
25.49718065,150.0, 132.125
27.49787395,150.0, 129.625
29.49919475,130.0, 127.5
33.5008472,130.0, 123.25
35.5018066,130.0, 121.25
37.50478315,130.0, 119.625
39.50381555,130.0, 118.125
41.50443685,130.0, 116.5
43.50520205,130.0, 114.875
45.5058105,130.0, 113.5
47.50869785,130.0, 112.25
49.5079489,130.0, 110.875
51.50839035,130.0, 109.75
53.50859645,130.0, 108.625
55.5107263,130.0, 107.5
57.5131187,130.0, 106.5
59.51195395,130.0, 105.5
61.5140853,130.0, 104.5
63.51358235,130.0, 103.5
65.51443355,130.0, 102.875
67.5164025,130.0, 102.125
69.5166182,130.0, 101.375
71.5170238,130.0, 100.625
73.51820605,130.0, 100.125
75.519166,130.0, 99.375
77.5194468,130.0, 98.875
79.52057255,130.0, 98.375
81.52129065,130.0, 97.875
83.52205645,130.0, 97.375
87.52278405,130.0, 96.625
89.5248988,130.0, 96.125
91.52584485,130.0, 95.875
93.5265991,130.0, 95.5
95.52821575,130.0, 95.25
97.53009125,130.0, 94.875
99.5318861,130.0, 94.625
101.5336582,130.0, 94.375
103.53535625,130.0, 94.25
105.53698215,130.0, 94.125
107.53811495,130.0, 94.125
109.5386267,130.0, 94.0
111.5420261,130.0, 94.0
113.54401985,130.0, 94.0
115.5455831,130.0, 94.0
117.54737715,130.0, 94.25
121.538431,130.0, 94.375
123.5522052,130.0, 94.5
125.5538629,130.0, 94.875
127.55556985,130.0, 95.125
129.5575051,130.0, 95.25
131.5592238,130.0, 95.625
133.5637417,130.0, 96.0
135.5626684,130.0, 96.25
137.5642999,130.0, 96.5
139.5664407,130.0, 96.875
141.5676523,130.0, 97.125
143.5693313,130.0, 97.5
145.57097175,130.0, 98.0
147.57199375,130.0, 98.5
149.5732758,130.0, 98.875
151.57617555,130.0, 99.25
153.57798815,130.0, 99.75
155.5781832,99.9, 100.125
159.5533332,101.08, 101.125
163.55513105,102.26, 102.375
167.55701815,103.43, 103.375
171.5586694,104.595, 104.375
175.5610975,105.765, 105.375
179.56261735,106.915, 106.25
183.56423235,108.07, 107.5
187.5663866,109.22, 108.375
191.5683383,110.36, 109.625
195.56967675,111.5, 110.875
199.57103565,112.63, 111.875
203.57291905,113.76, 112.875
207.5803347,114.88, 113.875
211.5764956,116.0, 114.875
215.5779218,117.11, 115.875
219.5798965,118.22, 116.875
223.5815884,119.325, 118.125
227.58297555,120.42, 119.375
231.58498785,121.515, 120.25
235.58640775,122.605, 121.375
239.5877553,123.685, 122.375
243.589734,124.765, 123.375
247.5914892,125.835, 124.5
251.5932789,126.905, 125.625
255.5944091,127.97, 126.625
259.59597005,129.025, 127.5
263.5982382,130.08, 128.375
267.6000721,131.13, 129.375
271.6013373,132.17, 130.375
273.6770837,132.69, 130.875
277.6039171,133.73, 131.75
279.68196985,134.24, 132.0
281.68364,134.76, 132.375
285.6069179,135.78, 133.125
289.60934655,136.805, 134.0
293.6107354,137.82, 134.75
297.6124316,138.83, 135.5
301.61377205,139.835, 136.375
303.7023996,140.335, 136.75
305.704529,140.835, 137.125
307.70576635,141.335, 137.375
309.7073364,141.835, 137.875
313.61954215,142.825, 138.625
315.7129706,143.315, 139.0
317.7146368,143.81, 139.5
319.71550635,144.3, 139.875
321.71779905,144.79, 140.25
323.71957655,145.28, 140.625
325.72136225,145.77, 141.0
327.72387855,146.25, 141.375
329.72706495,146.74, 141.75
331.7287593,147.22, 142.125
333.7304254,147.7, 142.625
335.73262025,148.19, 143.125
337.73389525,148.67, 143.5
339.73564745,149.14, 143.875
341.7374306,149.62, 144.375
343.73840515,150.1, 144.875
345.7384675,150.57, 145.25
347.74233675,151.045, 145.625
349.7440982,151.52, 145.875
351.7458917,151.99, 146.375
353.7477143,152.46, 146.875
355.7492736,152.93, 147.25
357.7512453,153.395, 147.625
359.75287185,153.865, 148.125
361.75559405,154.325, 148.5
363.75603965,154.795, 149.0
365.75782705,155.255, 149.375
367.75951855,155.715, 149.875
369.76165095,156.175, 150.125
371.76336425,156.635, 150.75
373.7646914,157.095, 151.125
375.76626135,157.545, 151.625
377.7679543,158.005, 152.125
379.76966055,158.455, 152.375
381.77149275,158.91, 152.875
383.7731255,159.36, 153.25
385.7748222,159.81, 153.75
387.7766114,160.26, 154.25
389.7783023,160.71, 154.75
391.7798681,161.155, 155.125
393.78160235,161.6, 155.375
395.78333065,162.04, 155.875
397.7850068,162.485, 156.25
399.78672085,162.93, 156.625
401.7885722,163.37, 157.125
403.79063125,163.81, 157.625
405.7918896,164.24, 158.0
407.7935169,164.68, 158.5
409.7952587,165.115, 159.0
411.79730385,165.55, 159.375
413.7988012,165.98, 159.625
415.7994283,166.415, 160.125
417.7993362,166.845, 160.625
419.80211785,167.275, 160.875
421.80374715,167.7, 161.375
423.8072891,168.125, 161.875
425.8089465,168.555, 162.125
427.8107337,168.975, 162.5
429.8123243,169.395, 162.75
431.81406285,169.815, 163.25
433.8157506,170.24, 163.75
435.8174563,170.655, 164.125
437.8191244,171.075, 164.5
439.82083165,171.495, 164.875
441.82161835,171.905, 165.375
443.82251145,172.325, 165.75
445.82594595,172.735, 166.0
447.82786575,173.145, 166.375
449.8284156,173.555, 166.875
451.8315613,173.965, 167.375
453.8328457,174.375, 167.875
455.83455385,174.78, 168.375
457.8362483,175.185, 168.75
459.83980335,175.59, 169.125
461.8432751,175.99, 169.625
463.84127895,176.39, 170.125
465.84301695,176.79, 170.375
467.844755,177.19, 170.875
469.8458365,177.59, 171.0
471.84679175,177.99, 171.375
473.8498851,178.385, 171.875
475.8516116,178.78, 172.0
477.85330955,179.17, 172.5
479.8550712,179.56, 172.875
481.85669185,179.955, 173.125
483.8583996,180.34, 173.625
485.86011485,180.73, 174.0
487.86183165,181.115, 174.375
489.86355675,181.505, 174.75
491.8652035,181.885, 175.125
493.86691805,182.265, 175.5
495.8685925,182.655, 175.875
497.8703007,183.035, 176.375
499.8716032,183.415, 176.75
501.87333155,183.785, 177.125
503.8755446,184.165, 177.5
505.87711645,184.54, 178.0
507.8788438,184.915, 178.25
509.88050275,185.285, 178.75
511.88229265,185.66, 179.125
513.88405925,186.03, 179.625
515.8857701,186.4, 179.875
517.88765725,186.77, 180.25
519.88913775,187.135, 180.625
521.890872,187.5, 181.125
523.8925792,187.86, 181.375
525.8943608,188.23, 181.75
527.89606855,188.59, 182.25
529.8978803,188.95, 182.625
531.9000773,189.31, 182.875
533.9013568,189.67, 183.375
535.9027596,190.02, 183.625
537.9044542,190.38, 184.125
539.9062082,190.73, 184.625
541.90787215,191.085, 184.875
543.90963165,191.44, 185.375
545.91150805,191.79, 185.625
547.91300345,192.14, 186.0
549.9139332,192.485, 186.375
551.9147255,192.835, 186.625
553.91814765,193.18, 187.125
555.9198952,193.525, 187.625
559.2234985,194.035, 188.125
561.22545255,194.375, 188.125
563.22639485,194.715, 189.125
565.22710735,195.055, 189.5
567.22774395,195.395, 189.75
569.22749395,195.735, 190.125
571.22928445,196.065, 190.625
573.2303391,196.4, 190.875
575.2311112,196.735, 191.375
577.2323075,197.065, 191.75
579.2333811,197.395, 192.125
581.2339362,197.725, 0.0
583.23463015,198.05, 192.125
585.23559705,198.38, 193.125
587.236306,198.7, 193.625
589.2370243,199.03, 194.125
591.2382386,199.35, 194.625
593.2390481,199.67, 0.0
595.23965285,199.955, 195.375
597.24035305,200.24, 195.625
599.2414434,200.555, 196.25
601.24219955,200.87, 196.625
603.24187725,201.19, 197.0
605.2438072,201.5, 197.0
607.24390095,201.82, 197.75
609.2456783,202.13, 198.375
611.24678335,202.44, 198.75
613.2479516,202.755, 199.125
615.24812315,203.065, 199.25
617.24890485,203.375, 198.875
619.24928195,203.685, 200.375
621.25085565,203.995, 200.875
623.25143485,204.305, 201.125
625.252663,204.615, 201.0
627.25368585,204.92, 0.0
629.2544535,205.225, 202.0
631.25482555,205.53, 202.75
633.25603975,205.835, 203.375
635.25573055,206.14, 203.875
637.25780655,206.445, 203.875
639.25876415,206.745, 203.5
641.2595595,207.045, 204.875
643.260062,207.345, 205.625
645.26172135,207.65, 206.125
647.2619892,207.945, 206.25
649.2626879,208.245, 206.875
651.2634729,208.545, 0.0
653.26439165,208.845, 208.5
655.26528185,209.145, 208.5
657.26600305,209.435, 156.375
659.2671806,209.735, 117.5
661.26821655,210.025, 0.0
663.26888055,210.325, 209.75
665.2697357,210.615, 211.0
667.27057335,210.91, 0.0
669.2717783,211.2, 0.0
671.271954,211.49, 212.0
673.2735805,211.78, 0.0
675.2737358,212.07, 213.125
679.27567295,212.65, 214.375
681.27648805,212.935, 205.625
683.2772555,213.225, 195.0
685.27803725,213.51, 186.0
687.2791791,213.795, 178.25
689.27992435,214.08, 171.125
691.2805447,214.36, 164.75
693.28169365,214.65, 159.0
695.2825258,214.93, 153.75
697.28359525,215.0, 148.625
699.28452295,215.0, 144.25
701.28506755,215.0, 140.0
703.28579155,215.0, 136.0
705.2865115,215.0, 132.125
707.2875551,215.0, 128.75
709.28858505,215.0, 125.625
711.2891001,215.0, 122.5
713.28991925,215.0, 119.25
715.29093655,215.0, 116.625
717.2917195,215.0, 114.0
719.29293715,215.0, 111.375
721.2936555,215.0, 109.0
723.29439275,215.0, 106.75
725.29508595,215.0, 104.625
727.29666925,215.0, 102.5
729.29706175,215.0, 100.5
731.29758085,215.0, 98.5
733.29871425,215.0, 96.75
735.299483,215.0, 95.0
737.30008565,215.0, 93.375
739.30132725,215.0, 91.875
741.3020979,215.0, 90.125
743.3027933,215.0, 88.875
745.30351995,215.0, 87.375
747.30472845,215.0, 85.875
749.30540565,215.0, 84.625
751.3061031,215.0, 83.375
753.307307,215.0, 82.25
755.3079734,215.0, 80.875
757.3087109,215.0, 79.75
759.30997085,215.0, 78.625
